100000 500000
32233 92115 15
89567 288 16
83853 61214 8
55671 89329 12
84460 14244 13
37751 76885 16
62137 2784 13
75901 87725 1
20034 97162 6
81143 9465 6
8001 4503 15
44117 75602 4
64257 25206 6
68463 35490 11
89431 15053 18
39546 50166 17
450 71884 20
82340 47910 7
99063 68846 5
62572 96933 15
37993 26477 8
32213 32570 7
67874 30935 3
73241 8128 4
26064 31290 1
2456 16033 7
55552 48304 10
58320 36790 12
76971 63272 7
5157 14948 5
97600 56518 6
98505 13327 5
63004 6011 7
69233 21142 18
73488 45871 7
48853 96750 13
88537 51894 6
45282 43707 1
53723 89138 18
85945 75994 7
1493 29330 7
32268 39746 13
34576 1085 7
87633 9 12
32959 89255 11
22993 80386 19
79126 29665 1
8649 2283 8
54861 19771 11
27887 9358 1
69706 94102 8
88792 33598 18
46816 54321 8
47816 31499 2
4618 34425 11
39357 50566 9
15092 58074 17
57631 33396 10
21821 50837 5
70343 36509 9
83550 85318 6
83794 33357 19
39465 36097 18
77226 39818 14
28037 16390 2
97075 39926 16
36825 58080 12
56682 96146 11
29828 99525 3
28962 14550 1
36663 25057 20
98591 62505 8
20321 35743 11
32345 60858 1
33990 71031 19
82162 74090 11
77549 73403 17
89725 68818 1
14937 29359 7
68708 77887 7
48350 72086 10
96737 2778 9
33692 40164 1
34354 16764 5
11151 36975 10
25613 80244 10
82691 55945 6
64007 58780 12
7579 75273 15
35712 99383 2
91513 74289 2
91551 48392 12
9970 86819 5
25060 22276 8
93669 35156 19
13383 87623 10
4788 68053 15
20032 67415 19
89020 58271 16
95408 85847 14
79867 64864 5
9105 8580 12
57751 57952 17
78476 57060 6
59770 88109 4
60462 12160 10
73408 22109 3
44760 85285 4
21268 31963 2
39863 67192 5
33464 92437 1
89359 22104 19
80285 16020 13
38520 25703 6
11671 64969 10
45953 48865 3
39358 75667 12
15033 69239 20
45156 29197 5
35116 2304 17
12205 56158 5
36391 16815 20
50303 34601 4
57938 24442 5
28039 67948 1
82577 832 1
2519 28517 2
37218 43901 19
27410 95121 6
34534 49469 18
23524 26381 19
51708 14995 1
48143 78566 19
89254 26832 12
71388 82193 1
26857 43681 14
94113 72041 11
39350 58177 9
29318 43931 6
39431 87296 16
98025 59857 12
9560 72858 7
16618 31117 18
39938 95095 1
3664 57654 1
19835 50909 18
80208 5949 5
54462 92469 9
56833 89623 7
7906 35417 8
69253 57816 8
19512 96222 15
34318 4512 19
64473 26844 19
5915 53320 3
3132 18377 10
850 76952 7
12620 97640 17
93332 96336 8
21712 86274 12
30727 33464 9
90683 61953 17
23717 79641 7
80443 43982 8
16726 77368 14
77811 18354 15
29332 22851 8
45756 42155 14
46377 4969 13
4838 92622 15
44862 79486 11
26485 57707 18
67921 66066 13
99592 37808 11
56784 62771 12
96849 451 14
78049 84927 12
81693 99350 3
86549 20313 11
53687 793 13
24442 44111 13
77785 38140 9
38840 13673 2
3092 71879 13
8938 66968 13
92069 78838 10
8225 52660 5
10844 70119 18
65548 47777 12
20712 30671 8
78923 91984 4
2287 10547 15
84558 22534 15
75904 76456 14
49746 22057 11
66041 35152 7
73313 23883 12
85912 77896 9
99560 73372 12
50165 3493 6
41345 21925 11
56914 45394 10
63555 32190 1
34729 56221 16
58010 26919 20
49704 59010 15
32428 95456 17
84065 67044 19
36816 35013 18
87112 90630 18
62334 43426 13
86044 50125 7
2360 89680 14
93531 59996 1
97438 68490 17
65175 84539 16
77385 16391 1
25605 12417 6
80316 83428 6
33137 49840 14
15755 66147 1
58226 52779 1
9515 43904 3
50215 76380 10
75640 33469 2
25533 29572 5
46205 62308 13
33521 64437 7
91860 44712 6
70884 3467 5
80191 40266 17
65643 33868 9
50324 62183 14
34990 32018 1
22686 19815 11
79234 45290 1
37617 1257 3
14895 79562 16
18956 2530 9
40956 82422 17
63148 78976 20
58106 41756 1
65310 97670 19
97519 17207 12
85003 67104 16
96051 53175 14
61521 65817 2
74522 81929 5
37851 61134 11
32944 15914 10
32340 91169 18
47692 55507 11
1285 59978 4
68798 86525 2
28065 93018 10
42789 97245 10
58931 79500 16
41674 47454 3
97553 15606 7
858 42479 12
36518 40082 7
23829 47055 3
36664 72761 5
53741 48413 19
75845 96672 6
99841 60159 13
19873 77623 9
31848 69159 11
60266 1582 19
54741 12484 6
4217 38279 3
18939 28784 11
30566 58959 11
6103 71715 16
9880 45176 10
9965 70356 10
26769 128 1
18007 10306 17
26662 36067 19
70012 16969 14
8659 97498 5
87313 19799 15
46842 14850 16
72674 37196 10
24951 2199 13
2513 11337 12
10009 3806 2
78204 32033 6
19627 34896 9
5745 59729 11
52859 20562 7
51062 98488 9
87389 23608 1
89062 58536 15
24331 21161 10
79567 20317 15
68539 32465 12
17890 31118 11
99082 80141 5
86372 47566 12
45989 44207 17
99021 76208 16
28940 96392 17
10172 68895 5
93250 38714 10
65531 43059 4
69965 3105 16
83291 24095 6
81237 40211 8
54470 12086 9
18532 71111 2
11732 24372 8
53941 33000 16
68761 94969 15
42129 86464 6
60036 19923 18
74988 83626 9
28810 238 12
32120 18763 1
3921 39692 16
45966 45431 13
32936 28701 12
21359 66471 10
88346 77772 8
17305 619 12
50464 26950 16
26849 81100 8
31575 77836 9
40573 9332 8
83108 64012 11
60571 35489 9
21236 31727 4
90042 37053 9
27730 80118 7
57792 15151 12
93388 32906 20
36930 16647 17
69580 632 14
86946 39968 15
23656 63794 10
75364 68495 3
10781 70656 2
49827 29826 4
98200 71616 18
26148 10865 16
89588 27487 20
89481 21773 8
14259 52660 2
72654 87851 4
52240 79608 8
3799 57771 10
51342 56900 14
31540 3125 8
225 18830 10
2374 48312 13
43720 37780 10
77715 15219 18
73074 29360 6
88182 72247 13
50851 24171 7
68234 74883 9
80428 12567 1
66170 37379 16
55419 75918 11
87801 37942 11
94378 99404 13
78171 17825 14
44836 16295 14
20760 18974 13
90334 23591 1
21565 73702 3
2688 51049 3
93686 57940 14
51166 36413 2
70044 78751 5
16883 41783 3
73573 72686 12
27783 69179 3
90312 46157 6
8926 98804 9
25641 24891 5
66342 99694 17
91705 78202 16
78902 89641 19
53483 88788 7
47158 71485 11
26928 27311 13
67165 2018 4
72472 35588 8
26647 38352 15
98554 79814 3
46996 36356 14
68775 79963 4
28105 57016 3
97065 48149 8
62736 3543 4
31282 88384 6
63855 13483 14
38690 65183 7
81080 25139 11
17913 51896 14
41563 46559 15
62622 55780 4
61949 22199 14
16220 57347 1
95147 66129 2
10185 35913 6
5995 55499 6
35865 6450 1
99011 41683 6
71601 57731 14
74021 52633 9
85442 26618 8
40150 811 2
34488 31706 7
38951 52293 8
9825 96942 19
84467 48119 16
13492 53965 16
47837 66035 9
32349 64261 18
37400 62438 19
17405 1648 13
42122 1099 19
62254 50271 6
69730 25348 18
96596 78506 2
71126 30627 17
41748 81139 14
59729 64676 6
97972 37161 3
32318 25430 9
51485 9820 10
26567 27708 3
84547 8861 17
73073 45827 14
31715 95451 10
5832 63866 3
71873 1058 11
95072 38437 7
37020 80169 11
52206 4232 4
11553 61635 19
23766 26801 19
75411 51004 4
34758 63055 20
62905 59376 9
16193 8833 14
46982 62771 6
68006 34816 6
95221 38436 5
79311 33946 3
95042 14712 6
3671 30782 19
40846 53087 11
28478 20165 13
26246 76097 11
10356 21979 13
90477 88703 13
28807 14840 5
85834 33082 9
95908 93329 10
89007 82946 17
69245 9058 15
91837 83943 6
12254 42921 18
14293 10203 11
17015 93716 3
24212 74628 16
92071 1591 15
23218 92523 16
88240 43564 20
18671 78827 20
63752 45537 10
78356 92247 3
61885 17863 10
25784 50270 14
19019 98297 4
50192 78738 5
19001 20415 7
43647 76905 6
7589 30281 2
34649 99130 1
19903 64121 7
12069 95416 12
59455 34578 7
95417 48415 18
35680 56948 17
70177 41704 16
19440 91002 19
87187 58030 6
33025 43018 20
53587 19918 7
13165 84926 1
28358 71186 2
9090 98821 8
3493 52020 17
94700 21763 4
42649 86880 13
70582 16125 13
14072 12389 13
57519 53759 11
17333 82305 3
95065 68288 16
4461 81914 17
66712 67172 20
40825 41508 16
35883 58337 12
60960 8329 16
59466 51260 16
77012 65091 17
99423 28306 10
38170 91201 18
79725 82096 4
51673 81970 6
3703 79188 3
94560 3273 11
56874 56244 3
69303 27462 17
43578 39246 12
14541 3118 4
72586 92564 5
64732 70275 5
30201 93397 4
31902 96998 15
65688 29749 20
85668 14301 4
15115 22426 14
41021 54574 11
42735 24495 3
43711 73027 18
19726 62402 9
7233 23224 18
94196 6134 6
22977 51732 18
58389 74291 14
15121 91746 5
86248 80848 20
67047 53401 14
55520 10341 8
56624 56091 18
86279 17609 3
64304 817 20
23161 7124 16
84151 40014 10
40579 36354 14
76713 6299 3
33626 71719 4
64883 4405 13
42678 20918 4
11682 96368 2
24768 91415 20
91997 31403 15
67393 25220 12
91444 75900 17
28012 82555 3
60728 57524 4
9894 29280 18
17412 96060 9
78471 82106 20
85058 43717 6
35734 12807 5
44102 65201 2
74502 58836 20
22328 22269 11
28312 1019 14
62841 64436 5
7538 97867 16
65633 87596 3
36732 50219 1
96873 22886 1
50609 41292 7
33985 8811 2
58422 23784 13
27049 12480 20
14519 8569 17
79416 7240 17
30512 9178 20
76886 5258 6
37965 85731 17
42149 74662 16
27651 96678 9
41385 68605 19
21488 32674 20
3276 48543 1
71541 39972 17
12664 7932 6
87057 6421 8
41831 75677 12
41983 89280 10
10898 49440 16
2303 82373 9
56186 71383 1
33139 61337 19
11158 94292 19
30938 45655 1
31345 34858 3
45245 55138 9
81622 26803 4
82848 12279 6
9720 573 13
29886 18649 2
8882 75518 10
50812 54151 18
62277 87234 1
20822 22727 1
66697 48995 13
84274 65960 8
64683 55588 12
8948 77434 4
74581 10820 7
34507 17729 14
84722 58693 15
72778 60443 11
5195 47236 6
17062 17756 19
43555 82563 1
85240 37875 18
83801 83728 10
74167 92819 12
63817 1477 11
99649 63755 2
91857 74754 5
13994 53968 5
64416 23863 6
86847 65315 16
69646 77987 11
61637 97844 18
39295 52019 1
81886 15423 10
57009 12690 1
83127 30107 11
38366 41242 16
92340 31115 17
51759 10083 20
74527 23982 7
53431 54400 8
79535 7461 8
57860 67800 4
7533 16846 14
20432 7417 2
19902 44656 6
51980 39066 18
21988 32396 17
19309 66298 20
87851 2444 1
79400 38670 2
84904 67926 18
93186 64086 14
83509 77651 5
82478 82082 12
11493 57158 12
16856 26005 4
52279 50991 6
27283 57171 17
6226 83905 8
70381 86549 13
14012 92299 19
36070 46680 2
78328 82960 10
82468 39395 7
39366 67678 16
61662 40180 19
94175 59573 6
52293 54493 19
15058 96900 17
616 95581 12
24361 63163 6
44501 25495 3
93239 957 8
4836 21546 20
82295 2504 3
89783 78771 7
64804 19580 7
28720 10097 8
91101 17653 7
2083 7543 1
82424 22833 3
45209 62206 11
6912 79956 11
25137 18251 4
18988 16947 14
49427 36551 15
19076 74164 14
49360 79236 1
63716 31075 5
92558 14780 5
4481 31778 3
91893 71700 12
66961 82702 16
8005 62587 12
66587 73342 15
73174 12225 7
81169 71873 16
76420 31739 14
85570 11478 16
57913 39891 9
94788 99220 11
46813 19465 13
62423 58917 5
49828 72181 20
32960 2141 2
6004 87783 11
67465 82551 9
93016 78885 10
88006 87317 12
56466 99603 8
50873 6423 10
94162 74074 18
55766 20536 11
64669 36506 10
55065 78373 2
69223 11362 14
75636 42435 5
88824 43634 14
36285 46161 18
51330 90490 19
63022 33696 1
72232 46713 7
19392 68905 15
56212 30493 16
98075 14612 17
23075 58379 8
13927 82000 12
63392 77632 17
1846 8358 7
90997 19572 4
22266 28366 14
95756 35817 10
43229 6758 9
20558 28994 4
64520 47493 13
22717 96286 19
75685 40389 6
47571 20496 7
56504 16739 8
80547 49036 18
58886 56951 1
77947 86894 1
99255 32088 8
21201 51165 17
67157 52666 17
52050 43462 9
10637 76998 10
43618 56082 9
24350 8619 6
78384 17218 4
78382 34927 17
35933 91368 18
14831 74547 13
85849 71487 2
80630 75016 9
27332 22403 9
10609 79636 10
23515 62062 19
46014 92832 1
85920 84464 11
55467 63406 3
93561 6205 1
4335 67007 13
84405 28129 3
41050 65843 16
22227 1809 5
63461 84062 13
39313 83259 2
54762 95034 2
15083 90044 16
20548 63137 14
26887 46096 15
94759 9220 15
40915 2133 6
43751 63866 19
75663 70509 19
93025 22199 9
88114 40228 17
62862 28643 13
67313 80734 17
56548 77022 17
27565 48346 1
37428 52154 5
97618 31002 6
73348 79247 6
57995 74243 10
4220 22835 4
98104 92924 5
87481 54778 12
62159 9212 8
65478 11127 6
88459 64715 9
77208 29200 18
38118 52599 17
46026 97696 15
97650 78713 4
91794 56718 1
84475 25717 6
83381 24305 18
98182 49927 4
85987 68466 7
54677 80119 7
9558 60771 11
62705 80041 5
41265 40805 14
20813 50468 5
82895 83461 3
64068 98623 8
46486 15675 13
94894 39777 6
36269 53714 6
26312 69882 16
78719 13333 7
20343 98625 17
56057 11174 6
51824 36593 12
45875 56765 16
98203 38867 5
11759 7858 3
52539 47325 3
13912 16873 3
5077 63124 5
46562 47871 1
83825 77664 1
99865 65266 10
41899 82236 2
84 95943 11
84090 3284 15
51368 22862 11
6417 55389 11
63231 9898 11
59266 50588 10
75788 24664 10
88174 27293 15
14885 21747 7
46698 47072 7
73519 94516 6
71033 96532 18
40610 18535 17
62902 46705 8
71241 92727 6
13678 30049 9
35902 35388 2
5042 40635 20
87729 10062 2
74918 96924 20
23102 42290 18
53430 60177 19
48637 51962 14
2515 63563 4
58037 81474 10
91585 40828 15
13954 54075 6
13138 16681 3
3099 77904 20
1591 32387 8
12028 21562 7
33942 17811 3
86064 60590 7
88895 59551 17
18819 88938 16
90765 69120 8
91586 50641 5
8237 42559 5
24566 42805 19
60640 56317 14
2678 29054 16
17316 85235 4
49432 47657 17
18082 23873 19
52485 55686 5
73717 21759 13
24979 78163 17
50921 42642 6
33321 61677 10
85845 98590 11
37474 68069 17
10179 2104 13
75672 8223 18
91266 59037 16
74185 71467 6
98550 46983 15
46381 96254 6
42286 13982 14
35241 16898 5
45551 85886 15
56564 55715 10
4677 63976 15
86093 69771 13
43707 32049 14
79740 24549 14
76734 44541 10
22103 55822 5
36557 68220 1
65338 35765 1
98249 18043 9
23318 54304 9
83597 91260 20
65348 2586 17
85676 17652 1
79830 77649 7
81588 30831 18
95717 9159 19
89148 91138 3
24209 30283 17
81985 5788 19
69273 49630 16
24335 23325 15
47051 68368 13
9301 35219 5
98796 36880 2
7014 66486 3
79723 47377 14
58287 46867 12
92680 75396 11
13197 80181 12
51973 57342 9
26846 82708 11
70091 86933 9
40458 41581 11
53358 91047 12
18201 90544 16
82049 64261 9
7374 94794 17
95880 61030 5
25697 17053 12
84841 45692 12
69173 59334 6
44140 14232 16
34593 96369 9
72237 24857 5
12642 52025 9
11542 30532 16
25427 17724 11
42784 42706 20
6671 70636 11
45150 37460 5
28957 70687 4
61842 24188 13
30748 40115 15
14426 21118 14
83234 40876 16
94975 47522 9
40299 19556 14
82395 42899 20
70971 23801 8
78469 88770 14
20868 26673 4
73724 91983 16
64820 91640 15
47129 50 12
97643 51744 8
28080 91970 5
6050 7753 5
28257 65292 6
92988 47290 2
92566 72892 16
31508 97364 9
71479 26312 8
22236 86027 17
38537 42444 7
1763 85917 13
66893 81688 12
80487 41354 5
8229 11902 13
57641 7150 11
84863 42995 9
62782 48950 6
97238 97489 17
72824 74582 15
97200 93449 19
40158 94715 9
52839 40482 10
74595 93498 15
56047 98639 8
52595 71371 14
51181 90837 16
13342 45493 7
4699 75699 7
1091 24844 1
59490 48584 1
78629 78900 10
49050 78780 2
79168 41293 8
65261 13796 14
18492 53678 2
25883 45123 19
85639 30847 2
48399 63388 11
67221 55163 20
94416 85705 8
55454 58948 4
69549 47462 14
57764 87760 9
89026 4045 4
72618 37042 3
73482 13021 10
4947 1038 4
96099 30760 2
45991 28833 10
16016 45686 16
47091 36562 12
12401 42046 1
75396 12403 14
20877 12053 4
2721 78270 17
36772 77966 12
37566 34982 2
24670 58376 17
30900 95494 18
18797 2818 9
43428 13656 10
55315 79084 13
45310 18919 11
52917 81687 18
36479 76715 4
96510 75463 5
89739 85752 18
38428 47469 6
20836 75352 1
59960 75218 9
63111 97074 19
57098 56198 20
47272 42264 12
7098 25500 20
94953 68022 3
14808 65051 2
43870 37261 5
13800 64940 2
15080 78802 15
3568 85452 17
38340 85084 14
11033 24165 2
33414 9608 9
84708 7427 1
70229 17826 15
36201 42978 17
90946 46515 14
3452 48490 20
60780 89610 2
785 54751 10
11962 90436 3
80608 53718 18
62778 3768 11
37189 25663 18
73686 66488 19
28816 14682 10
96843 80000 7
51656 2744 7
14903 86115 10
54360 2872 16
43412 94831 12
55612 35852 11
50555 31879 7
37026 43796 3
10684 91275 3
22361 72586 3
32695 95449 2
80877 11094 16
6284 93414 5
11914 79573 6
97015 8461 8
23098 48922 3
79078 47989 3
18089 55707 7
13280 4329 12
33820 4443 10
62692 8879 16
41284 69425 17
87801 88975 20
10652 55839 20
95779 11056 10
66626 74361 3
86963 93991 1
2645 94511 17
50934 56595 20
50282 93800 19
96523 28003 6
26055 25576 13
33552 44502 12
71781 67504 1
11884 28982 7
87514 87658 7
79885 26056 4
45280 94671 20
51372 35470 10
77004 17476 13
380 9162 14
97934 33134 5
11394 30985 7
84619 45796 15
89416 52828 16
68208 12034 20
63516 83962 6
31898 5913 7
58507 67691 4
36130 45295 5
97614 33184 1
78266 28967 9
55438 57196 19
49790 91155 6
50753 57899 14
27505 6574 4
52397 9177 19
3949 72920 4
54539 87814 19
8382 88745 12
40343 83293 13
2321 89654 5
40456 91586 7
44515 42029 7
51281 36502 7
18167 98025 6
95612 15425 16
97815 7524 14
79909 90562 5
90986 40817 19
65824 68596 1
44548 81340 7
95163 27094 10
85591 26678 16
19080 65481 1
76382 5985 16
33195 43834 16
51123 48434 16
60655 17398 16
29359 44536 8
95958 98772 9
70748 62019 4
81015 25767 19
84246 20194 9
64000 1888 5
96689 22421 6
49025 58334 18
38955 16759 13
7724 20917 13
48383 59043 20
70865 61391 9
41811 50770 3
64886 48652 16
72013 7827 16
24088 95671 15
92943 11305 17
73684 13192 17
59950 83843 10
32858 55732 2
28567 26301 1
14142 61035 2
66259 72635 2
12270 60089 20
33085 9504 12
6970 10278 9
87348 65311 6
4411 13330 13
37338 79338 4
4010 65776 5
81089 13162 12
23927 18546 3
71557 99020 2
67161 86701 8
34024 35713 20
61683 67405 14
58531 55237 15
31807 59356 2
44977 67409 5
93943 17652 19
31236 96400 20
25394 94598 17
8038 57579 3
93761 46342 19
85451 8014 1
88187 95442 17
71053 95308 9
28779 28827 11
44097 83228 4
50795 68917 6
45207 28753 8
44475 49462 15
66911 37815 15
50970 64195 13
9744 76565 17
33018 69220 5
12091 91182 17
76420 23803 7
66754 74000 5
61024 85044 19
67048 32561 15
39101 14513 4
32213 52664 8
87234 94179 14
38975 63770 5
7587 763 17
98831 25921 18
52695 1087 15
25883 51061 9
2291 40463 3
78918 33801 1
23118 99235 19
78391 20282 17
58038 54202 8
70016 56457 4
95142 64860 17
75467 55357 4
22524 10206 19
37404 21614 17
13219 3034 16
71320 53725 17
26560 25397 17
60032 71187 4
63190 89677 17
84596 18917 15
89033 5725 2
2561 15695 8
1365 55767 9
1686 78934 4
24238 68215 10
46395 12971 13
69934 73178 20
46513 98237 2
37700 66354 5
79807 33268 1
98889 97858 7
22654 60402 2
95901 41644 1
63060 98937 5
7471 31364 17
39286 31254 4
16388 53976 9
38327 95457 17
90950 20121 4
93159 51940 5
65651 20046 13
51182 45228 8
74672 17668 7
1844 77377 16
33966 81838 4
14147 83095 20
59602 91113 9
95055 52907 15
70984 54735 18
20439 38727 20
62674 50466 16
52085 61327 6
49454 73520 16
63149 60389 11
22692 2470 18
64357 38518 15
7554 98046 1
12611 87899 8
14845 52600 5
92691 3358 2
66024 6055 13
11029 69681 15
43865 1298 12
1011 62758 2
24799 66952 20
94129 21659 5
49062 61055 3
48625 59502 18
35473 65366 13
71247 13204 16
64103 11055 16
70571 60826 7
41608 84841 1
21517 78222 11
36257 15378 20
95083 93509 20
78269 41527 2
7480 9988 3
46949 28064 10
86701 20206 18
50457 3798 18
27669 21511 5
72665 65625 17
52046 29501 9
42333 45424 20
53413 75953 6
771 32462 18
67712 47875 6
75162 36192 3
92168 46259 5
69383 67868 9
23401 10268 18
17564 8715 11
84467 48302 18
54347 62603 20
63189 46111 13
7268 10908 15
33641 61697 5
2582 1011 4
57252 33544 15
30015 82893 1
68795 61745 15
30300 76095 16
86122 31356 13
64353 45110 7
62417 52659 1
60073 62626 18
45373 2495 20
82992 36945 3
78547 44231 6
27155 41509 2
45395 20252 9
25720 22656 16
85667 64544 18
37978 28226 17
55326 45649 17
63488 75112 14
73941 66724 19
45257 39815 2
89829 47111 3
44352 26068 17
27489 78517 14
31086 40505 5
17582 31654 7
83940 51200 17
11233 48766 17
30851 87129 5
5577 15506 3
70765 31860 9
5595 81028 3
8979 85706 18
39866 21411 7
20032 22676 16
1455 98164 9
56857 58423 4
99492 54760 16
66573 17956 3
44796 43155 14
54213 78582 8
51218 11113 5
65138 65797 6
93023 61823 10
10678 89781 5
9008 75195 15
91697 50494 17
2069 53650 10
88310 92303 13
29409 50319 16
36874 31874 20
3981 26219 13
97833 38854 12
95929 33841 6
90474 97410 14
79678 14003 18
45427 20018 5
93948 89991 14
89659 96032 8
33948 52936 12
83269 88017 3
11031 26339 13
22826 13168 20
51892 73372 19
36872 69950 2
59929 79931 10
62949 23012 1
6307 60563 11
22927 36000 20
67964 58122 14
9566 61014 3
59757 5000 14
66622 95232 6
17735 62320 18
9810 625 12
79204 24815 12
84698 38989 10
36980 65301 10
22488 1301 4
65891 60960 8
56987 36128 16
87214 9217 12
74332 66831 7
90441 30796 18
19603 47182 19
38891 40616 3
12164 72731 9
5452 1042 6
95285 16417 5
49226 45331 9
9315 3492 7
5659 68420 10
66114 98833 11
72937 55781 5
42737 73074 17
973 1294 10
99525 59228 11
34110 61817 2
84675 36399 18
89169 845 19
48131 20952 10
45613 60903 3
78676 44411 13
8833 29333 7
70529 20492 9
78562 32535 2
47669 87222 10
7310 5353 5
48277 8629 17
55964 81459 7
79805 24569 14
51866 67021 16
23290 73827 8
11947 19651 6
11516 87797 2
50823 84935 13
65559 25757 19
13011 54218 7
429 79715 12
74800 3975 15
64683 14763 19
1556 37450 7
86723 75602 11
79426 57626 13
41181 42298 20
49087 71236 6
74738 86977 20
66158 54968 18
87891 66041 13
47997 73001 18
35621 80534 18
24471 45622 3
21516 97116 11
98937 64475 8
31128 45307 20
27570 79635 19
86940 40135 4
99055 21774 3
18810 59593 16
95548 22628 5
65740 77744 16
96299 6551 11
99561 50299 8
73434 87449 7
89845 36387 11
52654 60860 2
45732 77278 1
91618 4941 19
48989 12460 4
56149 68700 20
31666 76867 17
99107 82309 8
34305 1856 15
99288 73015 8
89537 1343 11
88173 87530 10
79754 57106 16
88593 9684 9
97456 67936 15
30579 26479 8
33428 20691 5
77130 61946 14
61211 82849 19
62524 93635 7
34714 64424 1
48004 76133 10
81534 31770 9
99557 68395 1
41396 18012 19
91046 82665 15
26767 85031 12
20332 6047 9
54965 24591 8
81456 94501 9
36455 32736 3
32149 89724 20
23443 86002 17
39672 12105 11
94098 97597 20
73964 14591 13
21099 35878 10
41454 62937 8
32103 11208 13
7767 64198 2
48388 68276 19
65469 96216 7
28499 67558 5
65548 69208 4
95279 93998 16
63960 40444 10
9281 52717 14
39282 16237 11
70972 15898 18
44961 32425 19
57929 91777 14
41027 79373 7
82422 58799 5
76322 26577 2
43660 30999 15
16781 98214 10
70523 99570 1
24110 66425 18
55160 85570 5
8041 25269 18
81889 71141 13
28549 10449 12
3295 57932 14
98427 33802 2
41480 41130 9
57771 92176 8
5494 44430 15
64173 86741 1
22227 99855 15
56382 24541 17
97043 48111 3
85521 82124 17
18767 30077 16
31493 99533 12
6723 80799 20
84089 17903 5
85597 2513 9
73105 47482 1
51271 16333 9
33078 34344 2
58422 94509 12
21806 44477 1
64108 98228 20
32874 27514 9
82732 3392 4
4682 89036 14
54216 31017 5
30341 89421 7
80022 53170 8
4933 19686 14
56585 78369 4
24325 61370 5
43951 17631 2
34980 61290 14
99757 44229 6
53257 88332 2
95084 7064 9
6149 74138 13
91628 36675 11
44981 10726 5
94806 5497 16
7291 74006 17
86532 43297 20
16310 88200 16
38704 61194 17
44328 31044 20
15810 77558 18
84604 74910 4
94854 10048 5
50829 50682 10
92892 55105 15
43252 9734 3
37719 77994 16
43933 67904 10
18872 6544 5
9986 37041 9
86895 86648 10
29734 50921 19
22222 17650 18
23298 61775 15
91015 69883 14
76447 11615 17
7752 62747 3
26816 72450 5
98928 24740 11
93918 57192 11
44487 43821 19
42109 54107 19
38354 16988 6
67624 96442 14
31394 66407 3
10881 60447 20
87010 92106 9
86065 63395 14
53131 64614 17
63183 88822 5
93015 28150 3
99890 9592 6
16895 14982 13
6038 28761 17
4572 17083 18
81870 79339 7
97786 73727 3
80800 97873 18
81583 44360 13
71364 12642 5
49060 48840 7
53260 27160 17
66446 87106 8
31877 9743 10
47837 87877 11
9309 13507 4
76854 35209 1
65279 36016 8
34842 96573 14
37771 25358 20
80061 10472 1
51823 73268 4
17056 20589 8
90475 84682 8
34530 28659 9
55586 76132 17
90758 37348 14
57317 3144 9
8755 36088 20
32604 4025 3
95508 7081 9
5142 29094 14
72190 58596 13
384 31620 10
63107 98733 1
73257 43605 13
99588 54710 4
98746 43034 7
59577 50100 20
37793 45097 11
61052 81540 9
74864 14770 16
97447 20229 5
96569 74760 17
58779 8784 16
15965 29891 20
99171 11729 7
44603 67200 5
90301 64781 6
56011 9668 15
45543 78260 6
90854 97346 16
83830 4827 20
895 3691 17
44608 93623 17
96292 15979 13
40636 20405 20
6285 44236 17
48072 28236 4
93555 93050 17
25983 90330 17
63904 89927 7
72661 45966 19
55679 53781 1
53395 32237 11
23214 55304 5
38234 97628 3
50428 14005 17
28964 42567 12
28603 83124 9
44600 7743 2
33839 62141 15
46277 64048 12
10290 58677 3
62837 70930 8
88147 83585 16
68260 53689 3
28059 92740 20
63741 36698 7
35303 6918 4
19055 95445 20
67714 16511 2
79803 34114 16
60389 99494 13
41519 55997 14
22041 66930 15
56076 71229 16
75464 89997 1
65073 40368 18
57967 10532 17
84880 68278 10
38512 24203 9
74162 22456 18
61903 59420 12
43467 94769 8
6700 374 5
7950 17750 7
15897 48131 10
47184 99723 3
57406 800 8
26071 19149 19
66382 569 17
95550 90860 15
54803 72965 11
96569 17701 17
56821 78168 7
86340 65412 8
98779 15467 8
81464 65795 15
29499 49398 4
91611 436 5
85596 25189 7
85749 77121 13
51171 80386 16
20626 47044 18
465 61837 19
58591 9458 14
63064 5361 4
65621 42525 8
10891 77047 19
3511 97342 5
51476 70601 15
99249 79353 17
24299 9362 18
7329 15769 15
40208 86993 2
54566 71774 1
98215 89713 6
26775 49572 15
37407 74669 13
76346 39466 13
70759 64357 14
41568 44708 17
82552 90865 3
47107 90911 17
57835 34319 8
16893 31710 18
47889 94496 13
67948 82276 19
86777 9731 3
61519 35103 5
6355 15215 7
94978 5755 16
72264 85669 5
77741 82856 8
49554 29335 12
56829 90479 19
31041 38724 8
92740 69767 12
15643 26421 20
93734 60473 1
1361 17346 9
77179 11606 12
51106 92398 3
39315 66995 14
52555 25114 17
65219 76784 1
87479 5090 11
52985 87805 14
652 44768 20
38361 40563 15
60448 53988 6
48652 32200 18
72310 77070 3
31298 2557 13
71049 25652 20
60864 43384 20
52449 57968 2
34137 96846 16
86396 97095 16
13502 32648 5
61966 4638 17
41423 93321 14
52222 74037 8
21036 55413 11
95723 94313 5
5992 89011 5
27148 17684 17
47448 39362 14
30990 31812 2
11552 34260 10
46586 75001 2
6682 29441 4
55660 67599 18
4730 33684 20
67967 36637 10
31914 82454 17
